Mean Variance AutoCorreDistance
1.164179 0.090361 0.475403
1.032553 0.082662 0.475403
1.156914 0.284035 0.475403
1.040700 0.144206 0.475403
1.179068 0.085425 0.475403
1.062704 0.212292 1.322947
1.159964 0.138338 0.806772
1.042878 0.141300 4.966657
1.108926 0.119769 4.966657
1.018220 0.109815 4.966657
1.099056 0.166402 4.966657
1.034716 0.073652 4.966657
1.074461 0.116186 4.966657
1.087150 0.187206 4.966657
0.986881 0.168382 4.966657
1.287576 0.193939 4.966657
0.819375 0.143294 4.966657
1.538954 0.402773 4.966657
1.524920 0.137015 4.966657
1.384302 0.064319 4.966657
0.936547 0.225776 4.966657
1.317851 0.093704 4.966657
0.985242 0.101263 4.966657
1.170799 0.152582 4.966657
0.895285 0.145516 4.966657
1.144971 0.114496 4.966657
0.855159 0.263238 0.211397
1.124947 0.124917 0.211397
0.905301 0.237890 0.211397
1.478504 0.118636 0.211397
0.885593 0.111837 0.211397
0.952134 0.047433 0.211397
0.956714 0.114908 2.903971
1.074904 0.075046 1.855479
0.907858 0.070958 1.855479
1.093823 0.145707 1.855479
0.917562 0.125261 1.855479
1.142063 0.167378 1.855479
0.961343 0.153887 1.855479
1.175274 0.120985 1.855479
1.004195 0.063971 0.367197
1.152084 0.152966 0.367197
1.061816 0.064417 0.367197
1.143521 0.121111 0.345551
1.056452 0.097292 0.345551
1.135892 0.087284 0.345551
1.054706 0.127352 0.345551
1.089107 0.202704 0.345551
1.050002 0.123052 3.297837
1.288729 0.118757 1.093708
1.051481 0.107317 1.086018
0.869442 0.123390 0.883506
1.115044 0.087133 1.239417
0.900295 0.220871 1.239417
1.390046 0.133244 1.239417
1.282090 0.119757 1.239417
1.340360 0.223507 1.239417
0.989553 0.124184 1.239417
1.227495 0.241995 1.239417
0.914771 0.097769 1.239417
1.154044 0.128698 1.239417
0.979145 0.090787 1.239417
1.118497 0.096201 1.239417
0.948379 0.062829 1.239417
1.085941 0.203543 1.239417
0.854192 0.098389 0.688878
1.081568 0.098237 0.688878
0.904008 0.171149 0.713421
0.964947 0.128393 0.713421
0.870077 0.167596 0.713421
1.082900 0.229918 0.713421
0.838069 0.146059 0.713421
1.119686 0.051058 0.713421
0.982165 0.103222 0.713421
1.137988 0.077437 0.713421
0.998925 0.096421 0.713421
1.156903 0.130171 0.713421
1.015903 0.147114 1.263077
1.183270 0.163741 0.729608
1.039018 0.242071 0.525630
1.224788 0.142248 0.525630
1.058347 0.157462 0.525630
1.173983 0.112504 0.525630
1.048163 0.089158 1.510533
1.098509 0.068616 1.510533
1.023153 0.107965 1.510533
1.054429 0.091500 1.510533
1.025214 0.072538 1.510533
1.008152 0.211720 0.907549
1.064602 0.132167 0.491054
1.001472 0.166288 0.491054
1.188584 0.172910 1.349834
1.349168 0.189457 1.349834
1.489852 0.114763 1.349834
0.921329 0.102907 1.048037
1.250377 0.079276 1.048037
0.911151 0.128301 1.048037
1.189966 0.071993 1.167845
1.024741 0.115723 1.164941
1.140439 0.129508 1.164941
0.960795 0.212340 1.164941
1.133162 0.116625 1.449309
0.914791 0.402646 0.437638
1.131737 0.113784 0.437638
0.918209 0.084123 0.437638
0.985041 0.155396 0.437638
0.868866 0.116601 0.437638
1.103086 0.133154 0.437638
0.888055 0.107613 0.759135
1.097958 0.172400 0.759135
0.891183 0.085027 0.759135
1.120083 0.218115 0.759135
0.928512 0.145570 0.759135
1.168746 0.121785 0.759135
0.999163 0.082804 5.141977
1.186659 0.116207 5.141977
0.993325 0.073432 5.141977
1.184419 0.191656 5.141977
1.032153 0.106109 5.141977
1.195953 0.119512 2.858441
1.012105 0.146894 2.858441
1.151169 0.171868 2.858441
0.996435 0.126550 2.858441
1.088080 0.207307 2.858441
0.989867 0.106612 2.858441
0.859393 0.081578 2.858441
1.012581 0.093390 2.858441
1.007393 0.140046 2.858441
1.058146 0.095962 2.858441
0.858946 0.182930 2.858441
1.361698 0.220645 2.858441
0.916023 0.083240 2.858441
1.319748 0.337144 2.858441
0.942607 0.215540 4.934232
1.329767 0.159917 4.934232
1.341623 0.127792 4.934232
1.191748 0.101101 2.997386
0.968805 0.070456 2.997386
1.102882 0.095952 1.460246
0.947583 0.089676 1.460246
1.087074 0.228946 2.290211
0.818628 0.200108 3.235725
1.069273 0.138123 3.235725
0.805787 0.179739 3.235725
1.208649 0.155125 5.833922
0.738120 0.151694 5.833922
1.085303 0.064375 5.833922
0.860737 0.198125 5.833922
1.153068 0.085801 5.833922
0.884396 0.068069 5.833922
1.145310 0.143305 5.833922
0.909940 0.171003 5.833922
1.248634 0.169457 5.833922
0.959910 0.278046 6.701989
1.343169 0.168459 2.710491
1.006584 0.167291 2.710491
1.213848 0.112225 2.710491
1.022855 0.068760 2.710491
1.132693 0.082540 2.710491
1.008190 0.093654 2.710491
1.113385 0.092744 0.904728
1.027551 0.120229 2.864521
1.039325 0.178477 2.864521
0.983966 0.111184 2.864521
1.135521 0.148128 2.864521
1.003001 0.121422 2.864521
1.382416 0.087203 2.864521
1.081409 0.070554 2.864521
0.923991 0.160331 0.623241
1.486627 0.144696 2.176285
1.109874 0.121840 2.993710
1.266707 0.133513 2.993710
1.078215 0.058064 2.993710
1.134469 0.156779 2.993710
0.906373 0.203153 2.993710
1.163432 0.129698 2.993710
0.935368 0.157169 2.993710
1.114542 0.100896 2.993710
0.899992 0.059612 0.117109
1.095435 0.100897 0.117109
0.936982 0.096535 1.811610
1.195341 0.133229 1.811610
0.840972 0.151385 1.811610
1.044596 0.163854 1.811610
0.824996 0.159854 1.817740
1.094077 0.272419 1.817740
0.814120 0.139414 1.817740
1.127966 0.095828 1.817740
0.939864 0.087087 1.817740
1.138415 0.085772 1.817740
0.979589 0.069654 1.817740
1.147211 0.139166 1.817740
1.000062 0.108970 1.817740
1.181060 0.079707 1.817740
0.996356 0.079229 1.817740
1.149891 0.143722 1.817740
1.013747 0.134451 1.817740
1.151877 0.124625 2.530101
0.994833 0.099314 0.567269
1.117977 0.057156 0.567269
1.039123 0.076371 1.152633
0.839078 0.100164 1.351936
1.005232 0.196503 1.351936
1.055808 0.072726 1.351936
1.023766 0.144852 3.017327
0.907385 0.118137 3.017327
1.200105 0.272856 0.359735
1.155154 0.097275 0.359735
1.285932 0.101606 1.077659
1.220144 0.240616 0.958873
1.235420 0.086706 0.958873
1.001933 0.071776 0.979395
1.123550 0.144788 0.979395
1.002692 0.076947 0.979395
1.105935 0.131997 0.979395
0.955432 0.208230 0.979395
1.111404 0.122811 0.892193
0.924828 0.202680 1.540800
1.070831 0.111827 1.540800
0.878996 0.105535 1.540800
1.065190 0.162815 1.540800
0.835309 0.123032 1.540800
1.073969 0.068382 1.232568
0.928041 0.076467 0.733319
1.109915 0.136796 1.133610
0.921416 0.133158 1.133610
1.150667 0.159597 1.133610
0.956179 0.183994 1.133610
1.204212 0.132503 1.133610
0.999749 0.074460 0.754556
1.170276 0.117843 0.754556
1.042735 0.061744 0.754556
1.159002 0.102771 0.879532
1.047753 0.089163 0.879532
1.158434 0.103195 0.879532
1.029360 0.055303 0.844238
1.115806 0.193663 0.844238
1.006568 0.141607 0.844238
1.096476 0.300319 0.844238
0.981933 0.118052 0.848159
1.172581 0.089418 0.848159
1.012368 0.083903 0.848159
0.979339 0.086406 0.848159
1.032313 0.075337 0.848159
1.054041 0.130803 0.589291
1.492991 0.302693 0.589291
1.121745 0.128578 0.225591
1.216993 0.222538 0.225591
0.889697 0.137762 0.225591
1.170131 0.145605 0.225591
1.010173 0.151386 0.225591
1.147046 0.110806 0.225591
1.007756 0.061376 0.225591
1.106857 0.365312 0.225591
0.891293 0.100426 0.225591
1.099764 0.094252 0.225591
0.949238 0.145111 0.907153
1.044585 0.121645 0.918970
0.893967 0.147642 0.918970
1.071359 0.279413 1.357062
0.798945 0.142836 1.357062
1.098106 0.060119 1.357062
0.944888 0.096104 1.357062
1.119178 0.074846 1.357062
0.963486 0.083231 1.357062
1.143100 0.086371 0.344262
1.018845 0.140947 0.795765
1.207237 0.149437 0.795765
1.024052 0.218296 0.512355
1.257807 0.158287 0.512355
1.004398 0.546103 0.512355
1.332046 0.159473 0.512355
1.041401 0.097290 2.760359
1.152095 0.067000 2.760359
0.997633 0.099367 2.760359
1.110990 0.075389 2.760359
0.983657 0.083791 2.760359
1.029609 0.130632 2.760359
0.955161 0.134724 2.760359
0.909814 0.076300 2.760359
0.964238 0.178116 2.760359
1.200324 0.158833 2.760359
0.980969 0.046622 2.760359
1.127561 0.216268 2.760359
1.294108 0.080088 0.647942
1.016255 0.142589 0.647942
1.168103 0.111155 0.647942
1.265397 0.138094 0.647942
1.140490 0.225314 0.647942
1.020549 0.214689 0.647942
1.135347 0.095832 1.790053
0.954595 0.271439 1.046527
1.110424 0.109680 1.669469
0.913956 0.082972 7.499710
1.075463 0.108217 7.499710
0.817221 0.135435 7.499710
1.080433 0.263525 7.499710
0.685673 0.110347 7.499710
1.099310 0.211345 7.499710
0.744811 0.311640 7.499710
1.205334 0.266922 7.499710
0.783485 0.216202 3.516181
1.202737 0.133052 3.516181
0.926450 0.086970 3.516181
1.179818 0.109939 3.516181
0.976365 0.061186 3.516181
1.175219 0.103200 3.516181
1.015710 0.087580 3.516181
1.200477 0.127840 3.516181
1.021778 0.135895 3.516181
1.210850 0.194998 3.516181
0.979775 0.128148 3.516181
1.161765 0.341367 3.516181
0.933102 0.114786 3.516181
1.098573 0.061480 3.516181
0.973224 0.093814 3.516181
0.964518 0.084615 3.000609
0.948086 0.086723 2.621675
0.892916 0.094049 2.621675
0.919666 0.151020 2.621675
1.065044 0.095911 2.621675
1.026658 0.220848 2.621675
0.789695 0.365420 2.621675
1.212570 0.147000 2.621675
1.121666 0.083716 2.621675
1.105935 0.089719 2.476348
1.132735 0.054478 2.476348
1.079869 0.085037 3.099601
0.972112 0.081586 3.099601
1.078970 0.194898 3.099601
0.876599 0.166790 3.099601
1.076114 0.143134 3.099601
0.854264 0.161526 0.240466
0.950318 0.151120 0.240466
0.908017 0.134978 0.240466
1.089770 0.049089 0.617904
0.970492 0.114246 0.617904
1.110865 0.071409 0.617904
0.967594 0.112598 0.617904
1.142261 0.446009 3.283960
0.817553 0.153453 3.283960
1.202629 0.093590 3.283960
0.964102 0.230178 3.283960
1.288006 0.114363 3.283960
0.996062 0.204761 3.283960
1.291824 0.128950 3.283960
1.250124 0.194132 3.283960
1.266201 0.091827 3.283960
1.005004 0.097379 3.283960
1.168879 0.088333 3.283960
0.984447 0.145558 0.335894
1.155100 0.184240 0.335894
0.996805 0.129142 0.673851
1.084822 0.188521 0.673851
0.963710 0.150232 0.673851
1.233088 0.083515 0.673851
0.971116 0.074831 0.673851
1.082290 0.194341 0.673851
0.799053 0.092470 2.537635
0.993981 0.091534 2.537635
1.059992 0.094792 1.080896
1.002956 0.104887 1.112969
1.108047 0.138913 1.112969
1.137338 0.135412 1.081586
1.110478 0.122552 1.081586
0.822185 0.093754 1.329417
1.087374 0.105040 1.329417
0.971575 0.060689 1.329417
1.070466 0.086628 2.061871
0.927471 0.082818 2.061871
1.052937 0.086162 0.843686
0.941280 0.140378 0.843686
1.087043 0.076853 0.843686
0.940124 0.061819 0.843686
1.082038 0.243472 0.843686
0.867892 0.151131 1.042769
1.125313 0.116191 1.042769
0.943070 0.093066 0.987307
1.143451 0.094316 0.987307
0.985062 0.067827 1.017142
1.157348 0.114217 1.017142
1.008967 0.089601 1.017142
1.192524 0.089189 1.017142
1.045804 0.160644 1.197908
1.235881 0.176952 0.454239
1.059795 0.146210 0.454239
1.215545 0.189323 0.454239
1.023138 0.113741 0.340545
1.168389 0.055122 0.340545
1.033083 0.111354 0.340545
1.127858 0.078045 0.340545
1.009737 0.278116 0.340545
1.202255 0.138155 0.340545
0.959873 0.167076 0.340545
1.059579 0.123790 0.340545
0.903510 0.310886 0.340545
0.852874 0.162988 0.340545
0.642087 0.286292 3.580386
1.250149 0.228050 3.580386
1.075517 0.079897 3.580386
1.091091 0.061294 3.580386
1.077131 0.157557 1.116013
1.072916 0.035353 1.116013
1.074384 0.096685 1.116013
1.009846 0.178238 1.143616
1.094079 0.125123 1.143616
0.955379 0.177733 1.143616
1.080265 0.128134 1.143616
0.921503 0.111878 1.143616
1.208078 0.160806 1.380743
0.876729 0.089902 1.380743
1.062634 0.064836 1.300771
0.938675 0.144378 1.300771
1.101216 0.277968 1.300771
0.859859 0.141852 1.300771
1.139289 0.143388 1.300771
0.943024 0.201927 1.300771
1.208062 0.132116 1.300771
0.982017 0.083468 0.919362
1.185374 0.115855 0.919362
1.029032 0.063417 0.919362
1.178282 0.096263 0.945519
1.009218 0.130864 0.854189
1.218138 0.116076 0.435879
1.043192 0.105639 0.435879
1.183879 0.203811 0.435879
1.006511 0.179518 0.435879
1.172288 0.273256 0.435879
0.966229 0.134059 1.093520
1.091761 0.099692 3.685075
0.915559 0.086413 3.685075
0.979337 0.092430 3.685075
0.864716 0.077119 3.685075
1.018236 0.088496 3.685075
0.702461 0.091754 3.685075
1.171784 0.157218 1.640705
0.910922 0.173793 1.640705
1.104073 0.214251 1.640705
1.069891 0.125818 1.640705
0.824399 0.147198 0.679254
1.101956 0.109160 0.679254
1.099558 0.073710 0.679254
1.089983 0.109051 0.679254
1.002576 0.080979 0.679254
1.085619 0.087884 0.679254
0.976503 0.099504 0.679254
1.077046 0.165588 0.679254
0.916886 0.136177 1.244449
1.052563 0.275564 2.325381
0.801890 0.135108 0.267462
1.105779 0.096500 0.267462
0.959432 0.106302 0.267462
1.130402 0.085498 0.267462
0.985510 0.084738 0.267462
1.155620 0.092063 0.267462
1.008603 0.109757 0.267462
1.203964 0.137280 0.267462
1.027915 0.205868 0.267462
1.283711 0.176052 0.267462
0.877401 0.093965 7.248973
1.292165 0.175887 7.248973
1.162419 0.129870 7.248973
1.292301 0.088175 7.248973
0.990132 0.165913 7.248973
1.255034 0.103151 7.248973
0.951576 0.134806 0.145156
1.142666 0.135151 0.130069
0.979431 0.152374 0.130069
1.010280 0.086556 0.130069
0.965601 0.235256 0.130069
0.917873 0.204234 0.130069
0.807235 0.051760 0.130069
1.160079 0.100337 0.130069
0.754000 0.112274 0.067585
1.078645 0.134407 0.067585
1.028845 0.103313 0.067585
1.253014 0.174315 0.067585
1.092416 0.277125 0.067585
1.071868 0.222082 6.090831
1.102730 0.098660 6.090831
1.011450 0.285309 0.551766
1.107110 0.120664 0.551766
0.988699 0.099266 0.551766
1.084985 0.078585 1.494768
0.946572 0.094823 1.494768
1.041460 0.068976 4.283895
0.899136 0.063904 4.283895
1.056901 0.146353 4.283895
0.840197 0.140807 4.283895
1.107831 0.184233 4.283895
0.845664 0.185605 5.007699
1.186182 0.147326 5.007699
0.901316 0.113226 5.007699
1.215191 0.128240 5.007699
0.955989 0.065345 5.007699
1.215381 0.175765 5.007699
1.002215 0.094225 5.007699
1.269188 0.143618 5.007699
0.933626 0.124781 5.007699
1.281856 0.226958 5.007699
0.985074 0.134241 5.007699
1.242133 0.196651 5.007699
0.941015 0.129652 5.007699
1.180895 0.090430 5.007699
0.937741 0.103170 5.007699
1.104771 0.092890 5.007699
0.893747 0.093184 5.007699
0.895887 0.092031 5.007699
0.820346 0.171398 5.007699
1.103636 0.264272 5.132058
0.400869 0.454827 5.132058
0.974238 0.371660 5.132058
0.598706 0.234801 5.132058
0.726989 0.110012 5.132058
1.013018 0.111138 5.132058
1.149073 0.137128 5.132058
1.065081 0.238435 5.132058
1.083914 0.106186 5.536394
1.074590 0.176964 5.536394
0.952118 0.163913 5.536394
1.078779 0.174846 5.536394
0.879416 0.172803 5.536394
1.064481 0.256755 5.536394
0.797917 0.148916 5.536394
1.054179 0.050722 16.241254
0.904872 0.235309 0.303678
1.114502 0.073936 0.303678
0.979857 0.099370 0.303678
1.127311 0.182248 0.303678
0.954827 0.138169 0.303678
1.178673 0.093064 0.784967
0.999562 0.222362 0.784967
1.256032 0.144101 0.784967
1.019657 0.202397 1.355969
1.284570 0.139114 1.355969
1.161025 0.132893 1.355969
1.241813 0.085129 1.355969
1.087190 0.069631 1.355969
1.168305 0.079837 1.355969
1.007866 0.165985 1.159082
1.189552 0.164316 1.159082
0.967163 0.123192 1.363314
1.125762 0.167982 1.070552
0.933330 0.166691 1.912764
1.061393 0.110828 1.912764
0.883087 0.073292 1.912764
1.167219 0.230085 1.912764
0.686689 0.093479 1.912764
1.013613 0.077862 1.912764
0.738100 0.125651 0.471213
1.075753 0.187858 0.377361
0.956334 0.137573 0.807057
1.121635 0.115277 0.807057
1.050875 0.118236 0.807057
1.191462 0.089191 0.807057
1.071512 0.110788 0.807057
0.894438 0.213877 0.807057
1.084311 0.086933 0.807057
1.002514 0.086834 1.087839
1.064977 0.080061 1.067059
0.968611 0.120690 1.101613
1.051499 0.149444 1.101613
0.918112 0.076607 0.906273
1.072040 0.210777 0.290254
0.918858 0.159245 0.290254
1.122116 0.134609 0.290254
0.962671 0.104349 0.290254
1.145272 0.104855 0.290254
0.997688 0.066988 0.290254
1.163965 0.112661 1.796748
0.984682 0.079886 1.796748
1.191411 0.099046 4.925423
1.025186 0.163290 4.925423
1.352403 0.220183 4.925423
1.157146 0.145360 4.925423
1.312933 0.294638 4.925423
0.978451 0.124404 5.217446
1.248720 0.061217 0.415940
1.029171 0.103844 0.415940
1.160591 0.080319 0.415940
1.000447 0.100021 0.415940
1.120157 0.154481 0.714263
0.923517 0.160621 0.714263
1.128271 0.119578 0.714263
0.877573 0.290082 0.714263
0.870129 0.132781 0.714263
0.748360 0.251946 1.432047
0.870253 0.180231 1.973159
0.737751 0.116631 0.561749
1.154978 0.064358 0.561749
1.027384 0.175262 0.561749
1.068184 0.152202 0.561749
1.063059 0.193849 0.561749
1.030213 0.111623 0.561749
1.078387 0.136326 0.561749
1.036474 0.169734 0.561749
1.084031 0.157477 0.561749
0.978546 0.120090 0.561749
1.076426 0.059023 0.561749
0.994256 0.080951 1.659157
1.047744 0.061609 1.659157
0.950195 0.121550 1.659157
1.073862 0.155649 0.722003
0.939576 0.127714 1.488168
1.109492 0.124666 1.488168
0.945471 0.207433 1.488168
1.184549 0.122895 1.488168
0.975236 0.398144 1.560059
1.325853 0.146749 1.560059
1.006147 0.067137 2.594670
1.203780 0.090417 2.594670
1.042759 0.112401 2.594670
1.254095 0.100185 0.780246
1.037138 0.115907 0.780246
1.217478 0.195439 0.780246
1.003601 0.199575 0.780246
1.215180 0.246557 2.904963
0.907471 0.134141 2.904963
1.140545 0.114919 2.904963
0.903894 0.083941 2.904963
1.066943 0.094400 2.904963
0.861275 0.069637 2.904963
0.997042 0.154198 2.904963
0.697789 0.129760 2.904963
1.205930 0.079166 2.904963
0.719064 0.204941 2.904963
1.182108 0.081879 2.904963
0.897160 0.136108 2.904963
0.875185 0.121004 2.904963
0.992484 0.106654 2.904963
0.879905 0.087846 2.904963
1.033564 0.093920 2.904963
1.047607 0.215214 2.904963
1.052214 0.096277 2.904963
0.977298 0.077765 2.904963
1.044941 0.152710 2.904963
0.913789 0.222889 1.967778
1.038429 0.245506 1.967778
0.872517 0.127209 1.557419
1.061996 0.113886 1.557419
0.928692 0.096301 1.557419
1.082956 0.081462 1.557419
0.956010 0.070389 1.557419
1.106609 0.291811 1.049097
0.938772 0.094005 1.049097
1.166758 0.117168 1.051067
1.007918 0.172309 1.051067
1.264982 0.172071 1.051067
1.022939 0.076791 1.051067
1.214161 0.160107 1.051067
0.867171 0.103915 0.983891
1.225396 0.062597 0.983891
1.033395 0.125686 0.983891
1.204074 0.077703 0.983891
1.004319 0.203996 1.166235
1.187780 0.112381 0.949376
0.965231 0.141280 0.949376
1.122863 0.132582 1.090523
0.909063 0.085956 2.791108
0.839556 0.233411 2.791108
0.706394 0.267275 2.791108
0.924604 0.096966 2.791108
0.711735 0.097294 2.962620
1.132760 0.154613 2.962620
0.705883 0.132556 1.193137
1.038300 0.072463 0.608326
1.001000 0.276454 0.608326
1.062160 0.188842 0.608326
1.038969 0.074062 0.608326
1.150007 0.125476 0.608326
1.066794 0.128413 0.608326
1.364293 0.167085 0.608326
1.075326 0.075053 1.375080
0.991093 0.095891 1.375080
1.051507 0.064618 1.390677
0.972965 0.058198 1.390677
1.050222 0.192412 1.390677
0.909433 0.160214 1.390677
1.078524 0.149320 2.502350
0.904517 0.177395 4.437992
1.133962 0.138358 2.760043
0.927610 0.157562 2.760043
1.173707 0.079479 0.580749
1.021242 0.059187 0.580749
1.173374 0.105970 0.580749
1.048308 0.084867 0.580749
1.229434 0.122556 0.580749
0.988969 0.085626 1.819076
1.225298 0.192634 1.819076
1.131155 0.097662 1.819076
1.206752 0.308592 0.218209
1.000695 0.127079 0.218209
1.199036 0.113069 0.218209
0.998019 0.096219 0.218209
1.146804 0.093406 0.218209
0.973436 0.080890 0.218209
1.104066 0.107113 0.170126
0.919686 0.128387 0.170126
0.957408 0.265786 0.170126
0.724665 0.331199 0.170126
1.251026 0.186339 0.170126
0.719228 0.263611 0.170126
0.660213 0.164944 0.170126
0.892147 0.129759 0.170126
0.982658 0.149141 0.170126
1.011251 0.197220 3.265267
1.094102 0.103361 3.265267
1.017474 0.124062 3.265267
1.034349 0.149545 3.265267
1.037850 0.148199 3.265267
0.997440 0.130007 3.265267
1.043285 0.245947 3.265267
0.905605 0.117304 3.265267
1.033630 0.074964 3.265267
0.938939 0.101224 3.265267
1.052984 0.072149 3.265267
0.936523 0.084733 3.265267
1.076183 0.100637 0.669574
0.985016 0.228516 0.669574
1.163670 0.092131 0.669574
1.006815 0.207031 0.669574
1.224955 0.143487 0.669574
1.025724 0.193145 1.048262
1.284897 0.152580 1.072067
0.919436 0.122190 2.174665
1.278233 0.082824 2.174665
1.113289 0.078617 2.174665
1.214240 0.077988 2.174665
1.011293 0.203242 2.174665
1.258298 0.155642 2.174665
0.954799 0.119970 2.174665
1.160163 0.158260 1.678989
0.920977 0.181264 1.678989
1.128942 0.118228 1.678989
0.890107 0.084808 1.678989
1.077681 0.227768 2.214066
0.722125 0.083605 2.214066
1.101457 0.067640 2.214066
0.791634 0.107195 2.214066
1.079763 0.072570 2.214066
0.820733 0.104345 2.214066
1.329898 0.096954 2.214066
0.924410 0.154854 2.214066
1.229015 0.105182 2.214066
0.994164 0.108798 2.214066
0.891227 0.248333 2.214066
1.021931 0.079036 2.214066
0.957140 0.089079 1.454480
1.045608 0.071556 1.469734
1.005479 0.063885 1.469734
1.046145 0.131746 1.469734
0.957154 0.078651 1.469734
1.048903 0.179342 1.469734
0.927516 0.146787 1.469734
1.071855 0.126039 1.469734
0.948056 0.103666 0.895019
1.105561 0.102619 0.790589
0.993285 0.058804 0.790589
1.127403 0.105441 0.661013
1.020593 0.082024 0.661013
1.191561 0.134140 0.661013
0.946552 0.117749 0.661013
1.265417 0.206152 0.661013
1.193451 0.176488 0.661013
1.312970 0.388553 0.661013
0.785579 0.157838 0.661013
1.260666 0.076972 0.661013
1.027223 0.098349 0.661013
1.181040 0.083356 6.065953
0.938749 0.104807 6.065953
1.172624 0.210533 6.065953
0.809446 0.176718 6.065953
1.128982 0.126944 0.554027
0.896087 0.261312 0.554027
1.239853 0.123785 0.554027
0.827776 0.225797 1.182762
0.705930 0.221361 1.182762
0.668763 0.166470 1.182762
1.131264 0.083164 1.182762
0.899852 0.177986 2.000284
1.086227 0.169983 2.000284
0.938655 0.098461 2.000284
1.021621 0.093768 0.224239
1.048309 0.142715 0.224239
0.988441 0.307669 0.224239
1.062025 0.189134 0.224239
1.242157 0.176620 0.558892
1.069119 0.051074 0.558892
1.030615 0.111972 0.558892
1.118987 0.088681 0.558892
0.999948 0.104441 0.558892
1.078690 0.103372 0.558892
0.989660 0.100931 0.558892
1.097546 0.128317 0.639831
0.987402 0.218236 0.639831
1.155103 0.078649 0.639831
1.020072 0.296761 0.639831
1.250876 0.136516 0.639831
1.042826 0.082794 0.639831
1.218744 0.093728 2.055371
1.114780 0.110983 2.055371
1.277453 0.095639 2.055371
1.029925 0.083436 2.055371
1.225993 0.171330 2.055371
1.007148 0.197357 2.055371
1.259514 0.223879 2.055371
0.940707 0.140550 2.055371
1.172430 0.124831 2.055371
0.921979 0.084907 2.055371
1.103653 0.097866 2.055371
0.889403 0.062520 1.485588
1.057161 0.141750 1.485588
0.809777 0.106751 1.485588
1.184998 0.089567 1.485588
0.797766 0.171527 1.485588
1.149382 0.124801 1.485588
0.789124 0.163559 1.485588
1.274524 0.141842 2.439918
0.876621 0.116513 2.439918
0.811455 0.115436 2.439918
0.973179 0.089485 2.439918
1.002743 0.211530 2.439918
1.006228 0.082750 2.439918
0.938601 0.114340 2.439918
1.030553 0.141252 2.439918
1.036161 0.085612 2.439918
1.035698 0.219479 2.439918
0.939607 0.123763 2.439918
1.040694 0.130008 2.439918
0.941231 0.097399 2.439918
1.055957 0.087052 2.439918
0.958256 0.064242 2.439918
1.074778 0.131777 2.439918
0.959707 0.079600 2.439918
1.122402 0.109083 2.439918
0.996346 0.149215 2.439918
1.239199 0.162893 2.439918
1.207570 0.090583 2.200871
1.252748 0.203003 2.200871
0.583506 0.262623 2.200871
1.403525 0.073050 2.200871
0.960304 0.120545 2.200871
1.244419 0.078131 2.200871
0.993239 0.099585 2.200871
1.176349 0.107817 2.200871
0.946386 0.128490 2.200871
1.144594 0.200494 0.230829
0.920400 0.270578 0.230829
1.143599 0.369997 0.230829
0.786332 0.337468 0.230829
0.754207 0.149932 0.267199
0.816999 0.114503 0.822867
1.159405 0.074499 0.819103
0.852008 0.122311 0.920431
1.081668 0.083014 0.920431
0.903677 0.205790 1.082819
1.005728 0.161709 1.082819
0.946233 0.122035 2.038392
0.980445 0.098481 2.038392
0.996961 0.131756 2.038392
1.052108 0.105896 2.038392
1.022339 0.067048 2.038392
1.048860 0.097194 2.038392
1.034307 0.059928 0.625160
1.042990 0.069325 1.128136
1.049451 0.094914 1.128136
0.993136 0.181840 1.128136
1.062432 0.136637 1.128136
0.973824 0.185741 1.128136
1.086392 0.121045 1.035329
0.988641 0.363107 0.939942
1.160741 0.114866 1.209842
1.005658 0.059340 0.630542
1.147284 0.096620 0.630542
1.118184 0.077192 0.630542
1.217142 0.106834 0.630542
0.987585 0.048361 0.630542
1.211467 0.190327 1.289410
0.843110 0.091159 1.289410
1.235519 0.283089 0.877448
1.034102 0.123853 0.877448
1.218028 0.133679 0.877448
0.990186 0.091601 8.441627
1.221120 0.137733 8.441627
0.869795 0.102191 8.441627
1.166412 0.135367 8.441627
0.792244 0.142440 1.168209
1.079764 0.236561 1.168209
0.764748 0.233879 1.168209
1.060394 0.105246 1.168209
0.805383 0.184381 1.168209
1.343369 0.119513 1.168209
0.814582 0.138039 1.168209
0.858937 0.176674 1.168209
0.881649 0.119638 1.168209
0.970868 0.130772 1.435213
0.971477 0.111458 1.435213
1.065389 0.135397 0.231290
1.042340 0.155322 0.231290
1.110358 0.123637 0.231290
1.062221 0.264149 0.231290
1.108137 0.120268 0.136126
1.070128 0.140323 0.136126
1.030303 0.105859 0.136126
1.073850 0.082175 0.136126
1.023086 0.082071 0.392436
1.082495 0.098040 0.392436
1.016595 0.096114 0.392436
1.104700 0.099847 0.392436
1.028574 0.191470 0.392436
1.171435 0.140501 0.392436
1.064191 0.184361 0.392436
1.254151 0.165509 0.392436
0.791398 0.166410 0.392436
1.328001 0.093310 0.392436
0.897018 0.124376 0.392436
1.300701 0.093353 0.392436
1.092055 0.314820 0.392436
1.355861 0.219141 0.392436
1.014175 0.129234 0.392436
1.207044 0.166389 0.392436
0.976413 0.216207 0.392436
1.189785 0.136282 0.392436
0.943365 0.457053 0.392436
1.166610 0.117499 0.392436
0.904861 0.076924 0.392436
1.103096 0.067118 0.392436
0.903580 0.107283 0.392436
1.080963 0.137152 0.392436
0.811223 0.145543 0.392436
1.013088 0.113079 0.392436
0.895058 0.168520 2.816339
