Mean Variance AutoCorreDistance
1.267333 0.139928 0.879374
0.969976 0.083013 0.879374
1.133332 0.084127 0.879374
0.954467 0.094725 0.879374
1.106069 0.079402 0.879374
0.919820 0.138814 0.879374
1.079995 0.076177 1.014710
0.880107 0.110003 1.014710
0.961201 0.137663 1.014710
0.806482 0.188660 1.014710
0.962860 0.072256 0.820375
0.916935 0.099886 0.820375
1.072737 0.100875 0.820375
0.954926 0.063723 7.326398
1.108856 0.139530 7.326398
0.940320 0.115727 1.234379
1.117554 0.088385 1.234379
1.020790 0.132117 1.234379
1.128498 0.169164 1.910241
1.022508 0.121566 1.910241
1.110895 0.279040 1.910241
1.033107 0.104225 1.910241
1.073184 0.054187 0.446045
1.068162 0.098061 0.446045
0.989465 0.092484 0.446045
1.077624 0.091029 0.446045
1.075049 0.177931 0.446045
1.111716 0.153018 0.446045
1.012532 0.057557 0.572567
1.129288 0.243522 0.572567
0.988034 0.087398 0.572567
1.229749 0.171569 1.290213
1.275583 0.141554 1.290213
1.349376 0.133467 1.188229
1.006622 0.085150 1.188229
1.243223 0.087644 1.188229
1.045840 0.108374 1.188229
1.204012 0.120469 1.188229
0.988088 0.154216 1.188229
1.176661 0.149223 0.849613
0.947141 0.162618 0.849613
1.141717 0.178280 1.389416
0.863653 0.126028 1.389416
1.083697 0.046435 0.167819
0.956185 0.101087 0.167819
0.995043 0.058595 0.167819
0.919259 0.129143 0.167819
1.046447 0.134866 0.167819
0.856895 0.169309 2.524116
1.111718 0.108250 2.289725
0.871213 0.234099 0.749322
1.119418 0.108689 0.749322
0.977841 0.263498 0.749322
1.157326 0.113316 0.749322
1.015824 0.078986 0.749322
1.125559 0.082028 0.749322
1.043060 0.095591 0.564627
1.136198 0.088193 0.564627
1.060860 0.141129 2.009294
1.113515 0.161492 2.009294
1.030042 0.154729 0.823534
1.074299 0.192299 0.823534
1.057886 0.138020 0.823534
1.352701 0.275265 0.913192
1.078585 0.074403 0.913192
0.945107 0.111533 0.913192
1.105876 0.063509 0.942339
1.057781 0.062877 1.413807
1.144278 0.095167 1.413807
1.052010 0.069069 3.037887
1.274543 0.170079 3.037887
0.951449 0.163889 3.037887
1.412317 0.190601 3.037887
0.848030 0.116711 3.037887
1.267155 0.129478 0.648716
1.033424 0.060511 0.648716
1.156209 0.098830 1.658383
0.963016 0.078839 1.658383
1.119062 0.089532 1.658383
0.927847 0.064232 1.658383
1.083988 0.153706 1.658383
0.841631 0.184911 0.612676
1.076111 0.252852 0.612676
0.778890 0.189329 0.969984
1.116334 0.118912 0.969984
0.836852 0.116239 0.969984
1.192430 0.083826 0.626781
0.916684 0.078447 0.626781
1.090591 0.193412 1.439494
0.887307 0.095296 1.439494
1.101842 0.089655 1.439494
0.981118 0.160322 1.439494
1.141943 0.148066 1.439494
1.002853 0.138939 1.439494
1.143627 0.159540 0.564953
1.049875 0.111624 0.564953
1.142887 0.052826 0.564953
1.063184 0.066301 0.564953
1.107815 0.074234 0.564953
1.061268 0.171795 0.564953
0.904808 0.144384 0.564953
1.067653 0.147625 0.564953
0.987151 0.058904 0.564953
1.082387 0.251704 0.564953
1.082205 0.108226 3.192774
1.124374 0.151910 3.192774
1.328066 0.110773 3.192774
1.262679 0.090654 3.192774
0.955429 0.133507 3.192774
1.415030 0.160244 3.192774
1.116770 0.210343 3.192774
1.407576 0.174046 3.192774
1.097930 0.162655 0.596597
1.241636 0.150926 0.596597
1.005578 0.191802 0.596597
1.196673 0.149038 0.596597
0.959430 0.116379 0.596597
1.134152 0.069994 1.782766
0.920853 0.106306 1.782766
1.077646 0.063518 1.782766
0.892131 0.094016 1.782766
0.812824 0.201833 1.782766
0.743604 0.330764 1.782766
1.142626 0.098453 1.782766
0.839566 0.216378 1.782766
1.064460 0.114907 0.437767
0.927129 0.353102 0.610122
1.151835 0.115130 0.610122
0.975432 0.066133 0.836937
1.116038 0.092531 0.836937
1.012493 0.086981 0.836937
1.136646 0.103878 0.836937
1.034699 0.212240 1.365674
1.173095 0.184768 0.807416
1.049856 0.095706 0.381032
1.138945 0.275584 0.365986
1.057035 0.126499 0.365986
1.115500 0.109107 0.365986
1.063621 0.088360 0.365986
0.971435 0.287416 0.501690
1.073615 0.072198 0.501690
1.170141 0.227589 0.501690
1.113902 0.108035 0.501690
1.094125 0.074181 0.395874
1.156063 0.187076 0.395874
0.942751 0.115593 0.395874
1.317027 0.195089 0.395874
0.974762 0.115271 0.113497
1.329777 0.156114 0.113497
1.226243 0.257089 0.113497
1.330197 0.218428 0.113497
1.047698 0.080024 11.391394
1.253790 0.196207 11.391394
0.891103 0.153029 11.391394
1.236613 0.285793 11.391394
0.753602 0.233812 11.391394
1.191754 0.490933 11.391394
0.553210 0.248939 11.391394
1.098567 0.166903 11.391394
0.648585 0.197075 11.391394
1.271494 0.233130 0.468709
0.792065 0.119170 0.468709
1.031878 0.104075 0.468709
0.909437 0.123893 0.468709
1.110990 0.140976 0.468709
0.941172 0.220883 0.468709
1.161298 0.140866 0.468709
0.991816 0.180615 0.468709
1.177385 0.135469 0.796655
1.018262 0.102201 1.051240
1.146266 0.064153 1.051240
1.039372 0.227743 1.051240
1.182108 0.076568 1.382932
1.038857 0.157735 1.382932
1.131623 0.123337 1.382932
1.032175 0.126729 1.382932
1.071819 0.139264 1.382932
1.036049 0.191065 1.382932
1.166519 0.044340 3.412506
1.040378 0.048408 3.412506
1.186638 0.139001 3.412506
1.108455 0.065656 3.412506
0.960785 0.071793 3.412506
1.207176 0.102907 3.412506
1.144650 0.105998 3.412506
1.404404 0.253584 3.412506
1.151801 0.102046 3.412506
1.303678 0.174837 3.412506
0.828950 0.157595 3.412506
1.253364 0.136074 3.412506
0.967516 0.094064 3.963293
1.158276 0.085436 3.963293
0.927445 0.099548 3.963293
1.120089 0.076855 3.963293
0.887672 0.152428 3.963293
1.092971 0.141573 3.963293
0.781402 0.170268 3.963293
1.102805 0.122186 3.963293
0.762929 0.196381 3.963293
0.720949 0.105913 3.963293
0.791642 0.127781 3.963293
1.076817 0.109444 3.963293
0.844207 0.064681 3.963293
1.097082 0.098033 3.963293
0.916563 0.087984 2.356277
1.122135 0.053895 1.931226
0.994385 0.088110 1.931226
1.136264 0.168902 1.931226
1.000711 0.115236 1.931226
1.152687 0.315493 1.931226
1.025139 0.106417 1.931226
1.134282 0.074533 0.267867
1.061763 0.096520 0.267867
1.126284 0.085404 0.267867
1.059479 0.083779 0.469666
1.023099 0.123919 1.948838
1.028724 0.124704 1.948838
1.063721 0.206741 1.948838
1.060710 0.194378 1.948838
0.850773 0.141145 1.948838
1.139555 0.148269 1.948838
1.093120 0.106641 1.948838
1.312129 0.127151 1.948838
1.182035 0.157640 1.948838
1.390860 0.124595 1.948838
0.999241 0.224779 0.341215
1.303723 0.190696 0.341215
0.951119 0.269137 0.341215
1.240459 0.177211 0.341215
0.988482 0.156245 0.341215
1.161027 0.228108 0.341215
0.922320 0.135247 1.147416
1.106346 0.039760 1.147416
0.958894 0.104087 1.147416
1.067313 0.065815 1.147416
0.908082 0.099093 0.226205
1.035337 0.114585 0.226205
0.885339 0.116578 0.226205
1.081941 0.112149 0.226205
0.911807 0.255883 0.226205
1.140762 0.226302 0.226205
0.910594 0.269294 0.226205
1.183623 0.125136 0.226205
0.995579 0.094720 0.226205
1.159244 0.082353 0.226205
1.037129 0.102379 0.438238
1.170309 0.084388 0.438238
1.054348 0.084486 0.438238
1.157191 0.163858 1.260329
1.037356 0.108229 0.580185
1.146327 0.186452 0.580185
1.045337 0.159197 0.580185
1.120145 0.125134 0.580185
1.049031 0.079897 0.580185
1.127093 0.101480 0.766944
1.054215 0.060451 1.133183
1.004359 0.074421 1.133183
1.072404 0.086376 1.133183
1.139322 0.129005 1.133183
1.200800 0.136874 1.133183
1.123786 0.183238 1.133183
1.456016 0.231278 2.611958
0.713244 0.121416 2.611958
1.296613 0.137805 2.611958
0.949305 0.156107 0.492531
1.222202 0.104959 0.747807
1.023198 0.084321 0.747807
1.140278 0.086411 0.747807
0.986150 0.074636 0.747807
1.111641 0.153706 0.747807
0.917040 0.223601 0.747807
1.110019 0.221133 1.348111
0.813839 0.163895 1.348111
0.847180 0.132544 1.348111
0.838111 0.115019 1.348111
1.135693 0.087482 1.348111
0.881752 0.068550 1.228079
1.076650 0.196614 1.050193
0.866181 0.096286 1.050193
1.114178 0.074065 0.981582
0.975501 0.150270 0.981582
1.160830 0.161443 1.281817
0.976065 0.137633 2.013206
1.173059 0.215440 1.200482
1.007470 0.108304 1.200482
1.162902 0.047882 1.200482
1.044128 0.096925 21.655878
1.281869 0.209890 21.655878
1.036436 0.273185 21.655878
1.299368 0.266344 21.655878
1.014952 0.396721 2.981851
1.089087 0.135455 2.981851
1.008190 0.226339 2.981851
0.809246 0.107705 4.296311
1.030200 0.184079 4.296311
1.208300 0.106097 4.296311
1.101550 0.090859 4.296311
1.137866 0.154760 4.296311
1.430333 0.164390 4.296311
0.988943 0.123042 4.296311
1.427379 0.166174 4.296311
0.956533 0.069977 4.296311
1.212567 0.147861 4.296311
1.222979 0.062605 4.296311
1.147437 0.165181 4.296311
0.934807 0.123002 4.296311
1.143241 0.068197 4.296311
0.923279 0.123380 4.296311
1.106234 0.068886 4.296311
0.881836 0.112216 4.296311
1.063311 0.109210 4.296311
0.803758 0.265772 4.296311
1.034651 0.165082 1.084630
0.832147 0.249491 2.234901
1.072028 0.112616 0.318664
0.916891 0.101706 0.318664
1.121030 0.114941 0.318664
0.955587 0.077322 0.827045
1.127217 0.088424 0.827045
0.991353 0.089206 0.827045
1.153304 0.091319 0.827045
1.019728 0.331834 0.827045
1.255316 0.204406 0.827045
1.034227 0.088194 0.827045
1.159848 0.234803 0.927931
1.042264 0.128227 0.931066
1.157186 0.122170 1.015561
1.030660 0.083944 1.089301
1.105508 0.094727 1.089301
1.027332 0.062925 1.089301
1.032061 0.073845 1.089301
1.032761 0.087684 1.108652
1.093134 0.070468 1.108652
1.049831 0.149822 1.108652
1.108251 0.103921 1.108652
1.141661 0.137080 1.108652
0.837072 0.089859 1.108652
1.360577 0.167105 1.108652
1.081931 0.499759 1.108652
1.447618 0.186353 0.544042
1.144783 0.097726 0.544042
1.178155 0.111302 1.540717
1.012310 0.112000 0.610920
1.147523 0.163006 0.610920
0.970943 0.092496 0.944573
1.108002 0.257575 0.944573
0.877929 0.138501 0.944573
1.093101 0.127929 0.944573
0.892053 0.111603 0.944573
1.163426 0.155607 1.190946
0.840865 0.087765 0.643245
1.073096 0.149973 0.631274
0.874834 0.109433 0.279755
1.110485 0.141106 0.279755
0.922441 0.207271 0.279755
1.163859 0.148578 0.279755
0.964409 0.180459 0.279755
1.192332 0.160953 1.399289
0.970817 0.105313 1.399289
1.165562 0.058269 1.028024
1.030154 0.075355 1.028024
1.155893 0.071001 1.028024
1.030991 0.112781 1.028024
1.166288 0.206217 1.028024
1.027816 0.128479 1.196728
1.142863 0.135401 1.196728
1.017787 0.209748 0.516059
1.126074 0.122687 0.516059
1.036275 0.361162 0.516059
1.292563 0.156606 0.516059
1.038265 0.071842 0.516059
1.088354 0.083856 7.695273
1.059885 0.127832 7.695273
1.233544 0.094794 7.695273
1.368346 0.287537 2.057533
1.057365 0.180638 2.057533
1.400071 0.183319 0.448713
1.229391 0.087434 0.448713
1.190466 0.141979 1.478076
0.756304 0.134073 1.478076
1.152123 0.077736 1.478076
0.994999 0.093064 1.478076
1.107460 0.065474 1.478076
0.963726 0.146950 1.478076
1.096780 0.054141 1.386470
0.946583 0.105985 1.386470
1.064428 0.151263 1.450971
0.848071 0.193706 1.450971
1.032369 0.088258 2.587600
0.853454 0.172336 2.587600
1.074268 0.104560 2.587600
0.858836 0.059235 2.587600
1.084628 0.094770 2.587600
0.906740 0.081709 1.818817
1.121677 0.129087 1.818817
0.948315 0.099689 1.818817
1.157454 0.169613 1.818817
0.979424 0.192038 1.818817
1.221711 0.314707 1.818817
1.007536 0.110846 1.818817
1.175576 0.104064 1.818817
1.027365 0.086042 1.818817
1.140707 0.083799 0.768982
1.037938 0.074277 0.893999
1.116657 0.139045 0.893999
1.018738 0.100457 0.893999
1.070188 0.061868 0.893999
1.028448 0.183763 0.893999
1.060294 0.157475 1.710919
1.001289 0.141856 1.710919
0.840615 0.121091 1.710919
1.070992 0.098164 1.710919
1.118187 0.132891 1.710919
1.476391 0.166763 1.710919
1.087796 0.168575 1.796435
1.260740 0.183587 1.796435
0.930337 0.172211 1.796435
1.180294 0.150872 1.632673
0.969202 0.124102 1.632673
1.124919 0.230698 1.632673
0.930388 0.114382 1.932857
1.096553 0.074001 1.932857
0.935027 0.099931 1.932857
1.071052 0.067112 1.932857
0.911963 0.085483 1.932857
1.025377 0.171870 1.932857
0.815331 0.102329 1.932857
1.048362 0.092196 0.736892
0.918434 0.223058 0.611872
1.125289 0.123126 0.176659
0.936826 0.234452 0.176659
1.175146 0.132747 0.176659
0.971177 0.108510 0.176659
1.172415 0.079117 0.176659
1.022477 0.106650 0.176659
1.192889 0.081091 0.176659
1.045980 0.087142 0.176659
1.187060 0.148900 5.823285
1.262124 0.097149 5.823285
1.216498 0.202938 0.239070
1.043337 0.182092 0.239070
1.189366 0.139054 0.239070
1.034800 0.102626 0.239070
1.125417 0.101413 0.239070
1.032296 0.062318 0.239070
1.058034 0.126904 0.239070
1.023391 0.091569 0.239070
1.143970 0.107855 0.239070
1.035820 0.122742 0.239070
1.089009 0.196489 0.239070
1.203421 0.090756 0.239070
1.170500 0.072500 0.239070
1.238492 0.140778 0.239070
0.861645 0.093135 0.239070
1.173603 0.096120 0.239070
0.925741 0.170158 12.537166
1.245260 0.146717 12.537166
0.971297 0.156901 12.537166
1.191842 0.258717 12.537166
0.823177 0.487557 34.341709
1.232093 0.830116 34.341709
0.531624 0.655051 34.341709
1.151984 0.589243 0.433284
0.750339 0.182572 0.433284
0.930902 0.189469 0.738988
0.858819 0.071978 1.179534
1.073986 0.187505 0.969258
0.868715 0.092351 1.082354
1.107607 0.059249 1.082354
0.967530 0.129669 1.082354
1.152654 0.162031 1.082354
0.958894 0.135479 0.837732
1.191066 0.283921 0.845499
0.989127 0.114725 0.845499
1.197179 0.063689 1.274925
1.033858 0.093766 1.274925
1.175586 0.077371 1.274925
1.037187 0.081889 1.274925
1.149560 0.082722 1.274925
1.019408 0.120136 1.112988
1.138858 0.085155 0.279546
1.035079 0.225492 0.279546
1.121279 0.130259 0.279546
1.016306 0.187085 0.279546
0.911799 0.152588 0.279546
1.003920 0.100047 0.279546
1.162280 0.161850 0.279546
1.012347 0.141903 0.279546
1.081871 0.194937 0.279546
1.565731 0.281739 0.279546
0.942661 0.109529 0.279546
1.189870 0.148661 0.589170
1.074188 0.067028 0.589170
1.130261 0.183424 0.589170
1.356471 0.250154 0.589170
1.156417 0.077863 1.532239
0.984242 0.102505 0.961002
1.099156 0.062601 0.913201
0.977456 0.103442 1.329917
1.074908 0.091304 1.329917
0.918372 0.172882 1.329917
0.986299 0.121177 1.329917
0.880483 0.220388 1.329917
1.069241 0.111410 1.329917
0.889632 0.347554 0.379241
1.146883 0.120246 0.379241
0.942492 0.091364 0.379241
1.139364 0.088445 0.379241
0.989696 0.096739 0.379241
1.170981 0.087315 0.379241
1.019212 0.314986 0.339282
1.286933 0.203467 0.339282
1.031839 0.088505 0.339282
1.196201 0.224222 3.609526
1.302626 0.151506 3.609526
1.235762 0.143120 3.609526
0.999571 0.091671 3.609526
1.160753 0.107000 3.609526
0.983356 0.060859 3.609526
1.101498 0.072099 3.609526
0.977659 0.085914 3.609526
1.128151 0.136512 3.609526
0.939105 0.142527 3.609526
1.133021 0.114335 4.116921
0.923700 0.140849 0.713951
1.063306 0.066055 0.713951
0.990390 0.115642 0.713951
0.910965 0.103756 0.713951
1.175017 0.103438 0.713951
1.087445 0.092009 0.713951
1.136743 0.091807 2.583887
1.043670 0.118790 2.583887
1.114081 0.141587 2.583887
0.995814 0.093236 2.583887
1.088846 0.223164 1.161987
0.933938 0.129128 1.161987
1.088470 0.142349 1.161987
0.915868 0.108488 1.161987
1.067145 0.087720 1.161987
0.921116 0.071254 1.161987
1.098812 0.105527 1.161987
0.900788 0.087985 1.076051
1.080783 0.122332 1.076051
0.906546 0.171280 1.488926
1.124612 0.137641 1.488926
0.916072 0.158017 1.488926
1.163778 0.174894 1.488926
0.944913 0.111746 1.488926
1.179025 0.051339 0.788570
1.030167 0.188178 0.788570
1.247562 0.081430 1.258529
1.036335 0.099108 3.613711
1.215605 0.204665 3.613711
1.016960 0.125836 3.613711
1.208635 0.124253 3.613711
0.987115 0.222515 3.613711
1.203257 0.231957 3.613711
0.942925 0.274024 3.613711
1.135428 0.111521 3.611276
0.947354 0.079648 0.214267
1.156481 0.107212 0.214267
0.988725 0.102450 0.214267
1.062705 0.308216 0.214267
0.873454 0.177220 0.214267
1.049027 0.111851 0.214267
0.865273 0.153544 0.214267
1.162430 0.100483 0.214267
1.133512 0.147805 0.214267
1.413302 0.172134 0.214267
1.144745 0.082463 0.214267
0.958617 0.133898 0.214267
1.125395 0.067264 0.214267
1.030525 0.171223 0.214267
1.118287 0.099423 0.214267
0.983829 0.125834 0.891689
1.084010 0.142346 0.985334
0.912282 0.196276 0.985334
1.239535 0.107370 1.001816
0.912687 0.334350 1.001816
1.085737 0.108341 0.976509
0.914522 0.064007 0.976509
1.090462 0.091768 1.121368
0.938398 0.083833 1.200144
1.119989 0.091312 1.200144
0.964572 0.223962 1.200144
1.214215 0.179550 1.200144
0.974063 0.156261 0.910134
1.225903 0.287844 0.910134
1.012737 0.123480 0.910134
1.218119 0.138834 0.910134
0.848576 0.192868 0.910134
1.240482 0.107276 0.910134
1.030478 0.067542 0.958549
1.144130 0.126558 2.121932
0.981374 0.083805 2.121932
1.112496 0.070907 2.121932
0.978007 0.158151 2.121932
1.067796 0.138667 2.121932
0.929497 0.144840 2.121932
0.771797 0.119429 1.490948
0.911345 0.112486 0.700411
0.954522 0.088186 0.700411
0.845194 0.124123 1.037684
1.105306 0.134715 1.037684
1.040749 0.156937 1.037684
0.981894 0.266123 1.037684
1.124851 0.143379 1.037684
0.975361 0.171773 0.932235
1.114016 0.243779 0.686439
1.161704 0.111419 0.686439
1.102613 0.160759 0.483693
0.985093 0.109926 0.483693
1.097860 0.079843 0.483693
0.979967 0.085371 1.233630
1.061984 0.099493 1.233630
0.920200 0.094102 1.233630
1.047532 0.081545 1.233630
0.924386 0.188170 1.233630
1.092036 0.119359 1.233630
0.910601 0.197432 1.656530
1.130691 0.129570 1.058032
0.939346 0.111647 0.744061
1.159036 0.071824 0.744061
1.003535 0.107449 0.744061
1.191696 0.074348 0.744061
1.027475 0.201495 0.744061
1.266814 0.128147 0.879278
1.031903 0.112965 0.879278
1.213062 0.166345 0.879278
1.045926 0.187730 0.879278
1.228052 0.143056 0.879278
1.014271 0.285911 0.879278
1.213608 0.123065 1.024715
0.991973 0.061009 1.181719
1.094347 0.089229 0.843896
0.987415 0.087749 0.843896
1.043577 0.219417 0.843896
0.906013 0.119603 0.810135
1.103577 0.122035 0.810135
0.871220 0.106889 1.512068
1.165676 0.055208 2.899925
0.730291 0.159290 2.899925
0.935392 0.093513 3.523141
1.040816 0.085631 3.523141
0.913436 0.116575 3.523141
1.083020 0.070673 0.713107
1.037153 0.189716 0.713107
1.109961 0.104083 0.713107
1.023917 0.284575 0.713107
1.111033 0.176819 0.713107
0.956676 0.163426 0.713107
1.088306 0.139796 0.713107
0.935313 0.150870 0.713107
0.808660 0.138530 0.760801
0.915725 0.059592 1.241866
1.062655 0.158965 1.241866
0.886757 0.083462 1.241866
1.089978 0.056167 1.241866
0.963068 0.183705 1.241866
1.153937 0.160143 0.550490
0.966676 0.133856 0.550490
1.194297 0.306407 0.662956
0.975570 0.120957 0.662956
1.219195 0.111644 0.662956
1.040167 0.099006 0.662956
1.216008 0.090191 0.662956
1.091095 0.076180 1.784315
1.176271 0.077707 1.784315
1.013142 0.096669 1.784315
1.163252 0.122515 1.713819
0.982630 0.185274 1.713819
1.157617 0.129906 5.439680
0.925634 0.203029 5.439680
1.115807 0.143314 5.439680
0.872857 0.124209 5.439680
0.950281 0.161738 4.016192
0.792653 0.196540 4.016192
1.126373 0.109236 4.016192
0.636398 0.160651 4.016192
1.026440 0.122717 4.016192
0.866155 0.148206 4.016192
0.933616 0.081471 4.016192
1.046601 0.206021 4.016192
1.248299 0.220532 4.016192
1.091023 0.062376 4.016192
1.177922 0.103296 4.016192
1.075307 0.066901 4.016192
0.971364 0.095667 4.016192
1.066884 0.096290 4.016192
0.912961 0.143703 1.255606
1.063397 0.147899 1.255606
0.904993 0.205839 1.255606
1.057091 0.064885 1.255606
0.944630 0.260480 1.255606
1.098749 0.113877 1.255606
0.921546 0.097443 1.255606
1.108236 0.078021 1.116736
0.966547 0.093372 1.116736
1.144540 0.074208 1.951278
0.973973 0.104443 0.483282
1.200952 0.154512 0.483282
1.024831 0.088349 0.483282
1.213234 0.205610 0.483282
1.180822 0.148718 0.483282
1.253840 0.161205 0.483282
1.063478 0.110344 0.623601
1.203212 0.119883 0.623601
1.023141 0.057928 0.623601
1.141239 0.082103 0.623601
1.010863 0.084319 0.623601
1.122637 0.204623 0.623601
0.946201 0.183767 0.586462
1.191404 0.203933 0.586462
0.895378 0.147844 0.586462
1.235891 0.285265 0.586462
0.735720 0.192764 0.586462
0.754009 0.135146 1.375836
0.666159 0.159921 1.375836
0.962059 0.095658 1.375836
0.994025 0.077404 1.375836
0.946230 0.081423 1.375836
1.054236 0.125295 1.375836
1.053337 0.127442 1.375836
1.071629 0.197496 1.630688
1.020113 0.123706 1.630688
1.068144 0.143631 1.630688
0.950151 0.108579 1.630688
1.059988 0.092151 1.630688
0.937654 0.061557 0.863875
1.146493 0.162113 0.863875
0.912711 0.084754 0.854811
1.075413 0.074616 1.490823
0.936180 0.139076 0.375882
1.120671 0.151652 0.375882
0.949821 0.164016 0.375882
1.165000 0.225951 0.375882
0.959420 0.128379 0.375882
1.197821 0.045854 0.375882
1.038063 0.108311 0.375882
1.223698 0.080400 0.375882
1.056284 0.096212 1.484877
1.214824 0.173615 1.484877
1.046119 0.084023 1.484877
1.190742 0.061285 1.484877
1.019941 0.199955 1.484877
1.223660 0.164925 1.551636
0.972116 0.221641 1.551636
1.177414 0.116057 1.551636
0.954942 0.085771 1.551636
1.086473 0.072336 1.551636
0.943121 0.095788 1.551636
1.081713 0.229352 0.816517
0.816660 0.218291 0.816517
1.031589 0.072594 0.816517
0.815978 0.146445 1.036210
1.000161 0.125192 1.036210
0.857739 0.184028 1.083847
1.256564 0.121413 1.764526
1.008856 0.075234 1.764526
1.026558 0.124665 1.764526
1.051463 0.056338 1.764526
0.997764 0.159012 0.847707
1.081322 0.088145 0.847707
1.017744 0.104150 0.847707
1.076126 0.124646 1.027532
0.961416 0.188028 0.933849
1.070033 0.119880 0.933849
0.941864 0.390000 0.933849
1.071052 0.109999 0.933849
0.937424 0.120370 1.906472
1.074462 0.084312 1.906472
0.929086 0.081997 1.906472
1.096457 0.079104 1.906472
0.951353 0.102198 2.249934
1.147223 0.149198 6.612332
0.929953 0.168639 6.612332
1.322202 0.313641 6.612332
0.963902 0.168555 6.612332
1.380163 0.202902 6.612332
1.068279 0.237976 1.519268
1.310108 0.126952 1.519268
0.932656 0.098645 1.519268
1.192323 0.063706 1.519268
1.006966 0.077658 1.519268
1.143404 0.084335 1.519268
0.977894 0.143016 1.320705
1.132695 0.152187 1.320705
0.925729 0.145365 1.320705
1.068767 0.198053 1.320705
0.847372 0.130452 0.518372
0.851362 0.409611 0.518372
0.648204 0.215590 0.518372
0.746818 0.181321 0.518372
0.684534 0.184847 0.518372
1.025243 0.110994 0.518372
0.971727 0.147834 0.518372
1.047791 0.217586 0.518372
1.048269 0.239342 0.518372
0.910506 0.111250 2.185542
1.047241 0.168586 1.616412
1.207183 0.132029 1.228009
1.065994 0.081252 2.254716
0.973874 0.070549 2.254716
1.047808 0.098849 2.254716
0.933257 0.080083 2.254716
1.260388 0.101040 2.254716
0.913612 0.164064 2.254716
1.062742 0.120020 2.254716
0.901428 0.175008 2.254716
1.099390 0.144118 2.254716
0.906711 0.114815 2.254716
1.128315 0.062493 2.254716
0.969243 0.049732 2.254716
1.131543 0.062818 2.254716
0.994311 0.119192 2.254716
1.234405 0.113021 2.254716
1.027025 0.105616 0.827496
1.237238 0.156385 0.827496
0.969117 0.108492 0.827496
1.224415 0.139045 0.827496
1.026862 0.457856 0.827496
1.318609 0.152914 0.827496
0.991745 0.069565 0.827496
1.134825 0.089486 0.827496
0.981412 0.089321 0.827496
1.107476 0.087840 0.827496
0.948507 0.110845 0.827496
1.023793 0.150448 0.827496
0.843813 0.358367 0.827496
0.902069 0.139979 0.827496
0.733807 0.211500 0.827496
1.329652 0.217970 0.827496
0.768777 0.130078 0.827496
0.958860 0.113611 0.827496
0.999843 0.065764 0.827496
0.997294 0.100451 0.827496
1.051540 0.089269 0.827496
1.153070 0.070341 1.573198
1.049153 0.146259 1.573198
1.015571 0.152079 1.573198
1.057724 0.128046 1.723584
0.954456 0.190318 0.418883
1.080454 0.114049 0.418883
0.973317 0.055322 1.266317
1.053237 0.095470 1.266317
0.943618 0.076348 0.843303
1.082684 0.100764 0.843303
0.961250 0.267176 3.621138
1.152229 0.160418 3.621138
0.903953 0.101970 3.621138
1.161212 0.272038 3.621138
0.921046 0.124120 3.621138
1.241277 0.151690 3.621138
0.996439 0.099686 3.621138
1.265386 0.099438 3.621138
0.960478 0.186086 3.621138
1.345295 0.098689 4.571992
1.270902 0.116456 4.571992
1.264227 0.173728 4.571992
0.960372 0.191885 4.571992
1.253731 0.163422 4.571992
0.913953 0.183323 4.571992
1.178660 0.160979 4.571992
0.858667 0.126275 4.571992
1.085112 0.062269 4.571992
0.869949 0.227211 4.571992
1.018007 0.269623 4.571992
0.536884 0.171896 0.542729
0.873464 0.167201 0.542729
0.719360 0.230875 1.914600
0.959340 0.084283 1.914600
0.909491 0.217493 1.235026
0.926675 0.209867 1.235026
0.996120 0.398654 1.235026
1.342598 0.108758 1.235026
1.044148 0.065977 1.235026
1.040568 0.177496 1.202861
1.059073 0.088709 0.359098
1.031348 0.098228 0.359098
1.079425 0.153601 0.359098
0.978395 0.197676 0.359098
0.958954 0.079271 0.708229
0.979768 0.231858 0.708229
1.086974 0.127369 1.727416
0.921853 0.106471 1.727416
1.083593 0.073868 1.197519
0.972697 0.096048 1.197519
1.121694 0.067025 1.197519
0.993719 0.092374 0.953097
1.168960 0.230637 0.864719
1.002036 0.091862 0.864719
1.214890 0.182169 0.864719
0.984288 0.146279 0.864719
1.279092 0.166917 0.864719
1.250887 0.138810 0.864719
1.254433 0.133623 0.888556
1.026380 0.054387 0.888556
1.155737 0.103868 0.888556
0.998535 0.080665 0.888556
1.142876 0.271857 0.888556
0.917108 0.142863 0.888556
1.124691 0.169801 1.385491
0.875348 0.124739 1.385491
1.086016 0.133730 1.385491
0.821665 0.142922 1.385491
1.332658 0.120892 1.385491
0.739026 0.133953 1.385491
0.918137 0.137108 1.141365
0.798223 0.098031 1.141365
0.953867 0.058623 1.141365
0.986173 0.098569 0.986633
1.071085 0.093081 0.986633
1.031288 0.181923 0.997205
1.001618 0.142656 0.997902
1.052412 0.148203 0.997902
0.895222 0.067152 0.997902
1.058844 0.101704 0.968792
0.998213 0.056061 0.968792
1.058500 0.086286 0.968792
0.978544 0.073578 0.985044
1.060522 0.066318 1.008382
0.977895 0.101333 1.168308
1.075455 0.139329 1.168308
0.944204 0.138301 1.168308
1.112179 0.229552 1.168308
0.940052 0.118033 1.168308
1.152292 0.080362 1.152250
1.005338 0.099311 0.733713
1.203165 0.079894 0.733713
1.052941 0.085578 0.958926
1.226100 0.119187 0.958926
1.068397 0.291191 0.958926
