1.6360 	-1.1660 	0.6160 	3.4790 
1.4330 	-0.2650 	0.9180 	3.1780 
1.4340 	-1.0680 	0.6290 	0.3580 
3.1500 	0.2560 	14.4580 	-7.0100 
4.6000 	21.5480 	576.7850 	-4.7930 
2.0390 	-0.5170 	1.4270 	-1.4610 
2.393	-2.08	1.885	0.461
2.676	0.161	0.513	0.615
1.3400 	-0.5720 	0.6590 	1.4760 
2.134	-1.102	1.154	0.657
