1	4.028916757	2.995732274	1.54	-2.813410717	-0.162518929	0.708035793	1.791759469	-1.832581464	3.371081758	3.241419789
1.9	3.916015027	2.895911938	1.82	-2.120263536	-0.510825624	-0.094310679	2.63905733	-1.427116356	2.872999508	2.679650727
3.5	4.092676505	3.417726684	0.93	-1.514127733	-0.733969175	-0.733969175	2.708050201	-1.203972804	2.353278207	2.129421474
5.2	4.039536326	3.131136911	1.07	-1.139434283	-0.798507696	-0.994252273	1.945910149	-1.049822124	2.041220329	1.809926773
7.6	4.194189897	3.449987546	0.87	-0.755022584	-0.616186139	-1.427116356	2.63905733	-0.755022584	1.773255998	1.446918983
9.5	4.175924549	3.387774361	0.97	-0.544727175	NaN	-1.386294361	2.48490665	-0.891598119	1.822935087	1.556037136
10.8	4.309455942	3.586292865	0.81	-0.430782916	-0.174353387	-1.386294361	2.197224577	-0.776528789	1.780024213	1.460937904
13.4	4.268297869	3.577947893	0.87	-0.210721031	0.048790164	-1.427116356	NaN	-0.755022584	1.78339122	1.444563269
16.3	4.286341385	3.546739687	0.76	-0.010050336	-0.010050336	-1.427116356	NaN	-0.597837001	1.81319475	1.355835154
